0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00122985, 0.0138396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.957379, 10.1, 0.0769, 0.982128, 0.0599998, 19.968, 2018, 4, 19, 7, 14, 49, 6.5535, 10.8242, 0.0150695, 24, 2826, 3241, 2707, 0, 23240, 1516, 0, 0.955707, 1.81217 
0, 0.00183193, 0.00282872, 0.00422916, 0.00549347, 0.00582639, 0.00611187, 0.00934158, 0.0141577, 0.0215597, 0.0310661, 0.0367891, 0.0407898, 0.045371, 0.0489185, 0.044613, 0.0367591, 0.0262654, 0.0177492, 0.0095935, 0.00510995, 0.00164228, 0, 0, 0.00124584, 0.00831545, 0.0420473, 0.0967448, 0.0938657, 0.0362051, 0.00508417, 0, 0, 0, 0, 0, 0.955175, 10.09, 0.0769, 0.984942, 0.0399998, 19.911, 2018, 4, 19, 7, 15, 19, 6.5535, 32.3983, 0.699556, 24, 2806, 3240, 2695, 0, 23237, 1025, 0, 0.950782, 2.01882 
0, 0, 0, 0, 0, 0.0027404, 0.00169711, 0.0018536, 0.00937688, 0.0383423, 0.0452853, 0.0369979, 0.0320877, 0.0373075, 0.0437678, 0.0421696, 0.0304259, 0.0211793, 0.0105573, 0.005108, 0.00242726, 0, 0, 0, 0.00116536, 0.00933559, 0.050597, 0.103434, 0.0729788, 0.0165542, 0.00108954, 0, 0, 0, 0, 0, 0.95444, 10.1, 0.0769, 0.984942, 0.0299998, 19.799, 2018, 4, 19, 7, 15, 49, 6.5535, 32.6469, 0.616478, 23, 2812, 3239, 2693, 0, 23236, 872, 0, 0.950051, 2.0496 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.026793, 0.0387749, 0.0454611, 0.0706279, 0.063635, 0.0481009, 0.0168024, 0.00539323, 0, 0, 0, 0, 0, 0, 0, 0.00197088, 0.0261886, 0.100834, 0.107409, 0.042899, 0.0101156, 0.003328, 0.00122702, 0, 0, 0, 0.947828, 10.1, 0.0769, 0.984238, 0.0399998, 19.961, 2018, 4, 19, 7, 16, 19, 6.5535, 38.7951, 0.609561, 23, 2806, 3240, 2695, 0, 23237, 3845, 0, 0.944143, 2.29912 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0150029, 0.182638, 0, 0, 0, 0, 0, 0, 0.941215, 10.11, 0.0769, 0.984238, 0.0499998, 19.186, 2018, 4, 19, 7, 16, 49, 6.5535, 180.926, 0.19764, 23, 2815, 3243, 2712, 0, 23239, 33575, 0, 0.937556, 2.57917 
0, 0, 0, 0.00113539, 0.00403357, 0.00583023, 0.00478795, 0.00702828, 0.0147772, 0.0292304, 0.0339465, 0.0373038, 0.0386224, 0.0462719, 0.0529063, 0.047112, 0.0346711, 0.0240045, 0.015514, 0.0112253, 0.00805909, 0.0043897, 0.00247103, 0.00277025, 0.00734297, 0.0255464, 0.052047, 0.0476735, 0.0252513, 0.0106423, 0.00437474, 0.00253007, 0, 0, 0, 0, 0.947828, 10.09, 0.0769, 0.983535, 0.0399998, 19.797, 2018, 4, 19, 7, 17, 19, 6.5535, 23.2113, 0.601499, 23, 2816, 3243, 2765, 0, 23237, 4278, 0, 0.944818, 2.27052 
0, 0, 0, 0, 0, 0.0102909, 0.00384248, 0.00147143, 0.0082276, 0.0395857, 0.0325268, 0.0299849, 0.0293974, 0.0414814, 0.0507045, 0.0501018, 0.033199, 0.0228581, 0.0105102, 0.00532052, 0.00264874, 0.00106665, 0, 0, 0.00214182, 0.0123948, 0.0546101, 0.12259, 0.121704, 0.0433413, 0.00433833, 0, 0, 0, 0, 0, 0.944889, 10.1, 0.0769, 0.983535, 0.0599998, 19.653, 2018, 4, 19, 7, 17, 49, 6.5535, 41.6348, 0.734338, 23, 2813, 3244, 2767, 0, 23240, 4351, 0, 0.941888, 2.39474 
0.279616, 0.0152015, 0.00189311, 0, 0, 0, 0, 0, 0, 0, 0, 0.00225963, 0.0100279, 0.0350468, 0.0765198, 0.0955275, 0.0779516, 0.0429765, 0.0216802, 0.00918776, 0.00381103, 0.00142338, 0, 0, 0.00233916, 0.0137754, 0.0524493, 0.103002, 0.129366, 0.115639, 0.0723997, 0.0397745, 0.0126475, 0.00159407, 0, 0, 0.945623, 10.09, 0.0769, 0.983535, 0.0499998, 19.681, 2018, 4, 19, 7, 18, 19, 6.5535, 25.2941, 1.21611, 23, 2811, 3241, 2810, 0, 23239, 29335, 0, 0.942621, 2.36365 
0, 0, 0, 0.0163505, 0.215769, 0.69483, 0.501255, 0.334482, 0.459195, 0.467457, 0.191822, 0.0624373, 0.0227932, 0.00922504, 0.00417868, 0.00181192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00323493, 0.0458589, 0.583601, 3.62775, 6.06665, 1.71785, 0.882435, 10.1, 0.0769, 0.980017, 0.46, 15.815, 2018, 4, 19, 7, 18, 49, 6.5535, 157.177, 15.0266, 23, 2793, 3245, 2770, 0, 23302, 112, 0, 0.88279, 4.98671 
0, 0, 0, 0.0160597, 0.224413, 0.737209, 0.515369, 0.323059, 0.435844, 0.438029, 0.178037, 0.0613434, 0.0249918, 0.0122245, 0.00713223, 0.00447786, 0.00286652, 0.0021454, 0.00146954, 0.00130472, 0.00115289, 0.00125191, 0.00185542, 0.0031132, 0.00442904, 0.00561925, 0.00644992, 0.00733932, 0.00946953, 0.01605, 0.0381559, 0.124027, 0.430813, 1.19809, 2.09926, 2.5553, 0.903742, 10.11, 0.0769, 0.97861, 0.45, 15.836, 2018, 4, 19, 7, 19, 19, 6.5535, 95.9178, 9.48835, 21, 2797, 3244, 2779, 0, 23301, 74, 0, 0.905406, 3.97485 
